,model,data_name,sample_len,class_disbalance,f1_test_raw_disbalanced,f1_test_raw_population,f1_test_smote_on_disbalanced,f1_test_smote_on_population
1370,Random Forest,electricity,300,0.4,0.631578947368421,0.5500212254138955,0.875,0.71834969223091
1371,Neural Net,electricity,300,0.4,0.4,0.1535687167805619,0.5454545454545454,0.6428915662650603
1372,AdaBoost,electricity,300,0.4,0.7272727272727273,0.6683875842095323,0.7846153846153846,0.72386421212633
1373,Naive Bayes,electricity,300,0.4,0.6363636363636364,0.640794825631793,0.6037735849056604,0.6885205647636586
1374,QDA,electricity,300,0.4,0.6956521739130435,0.630908970363986,0.672566371681416,0.6645795504351637
1375,XGB,electricity,300,0.4,0.8695652173913043,0.6456794921621972,1.0,0.7071669183412708
1376,Nearest Neighbors,electricity,300,0.6,0.20689655172413793,0.5013553633664645,0.7857142857142857,0.5757575757575758
1377,Decision Tree,electricity,300,0.6,0.45161290322580644,0.6052377581880188,0.8192771084337349,0.687431693989071
1378,Random Forest,electricity,300,0.6,0.4,0.6206712484152933,0.8306010928961749,0.7319881504667151
1379,Neural Net,electricity,300,0.6,0.16666666666666666,0.41608130324316245,0.5701357466063348,0.6525821596244131
1380,AdaBoost,electricity,300,0.6,0.41379310344827586,0.640625,0.7897435897435897,0.722382112021253
1381,Naive Bayes,electricity,300,0.6,0.37037037037037035,0.5283582089552239,0.49624060150375937,0.5295732838589982
1382,QDA,electricity,300,0.6,0.45161290322580644,0.6264125710464727,0.6351351351351351,0.6061176470588235
1383,XGB,electricity,300,0.6,0.45161290322580644,0.6763984298331698,1.0,0.7083165699178113
1384,Nearest Neighbors,electricity,300,0.8,0.5333333333333333,0.5913769123783031,0.8081632653061225,0.6316633695129124
1385,Decision Tree,electricity,300,0.8,0.5263157894736842,0.6400287976961843,0.860655737704918,0.6983430264457369
1386,Random Forest,electricity,300,0.8,0.6153846153846154,0.6986406167245336,0.8487394957983193,0.727088379428829
1387,Neural Net,electricity,300,0.8,0.0,0.10071240363033084,0.6319702602230484,0.635482088127418
1388,AdaBoost,electricity,300,0.8,0.7111111111111111,0.741500817500141,0.8170212765957446,0.7515479876160991
1389,Naive Bayes,electricity,300,0.8,0.5333333333333333,0.6935645608446882,0.6952789699570815,0.6960631736699522
1390,QDA,electricity,300,0.8,0.5789473684210527,0.657859295837876,0.6534653465346535,0.66398364635237
1391,XGB,electricity,300,0.8,0.631578947368421,0.7035387860323412,1.0,0.7401618140789257
1392,Nearest Neighbors,electricity,300,1.0,0.5964912280701754,0.6415547986375476,0.8133333333333334,0.6320029293299158
1393,Decision Tree,electricity,300,1.0,0.6792452830188679,0.7100987091875475,0.8661971830985915,0.7087981598619897
1394,Random Forest,electricity,300,1.0,0.6274509803921569,0.705233274412127,0.8481012658227848,0.7040615042233574
1395,Neural Net,electricity,300,1.0,0.5862068965517241,0.6334254837898969,0.6601941747572816,0.652822257806245
1396,AdaBoost,electricity,300,1.0,0.64,0.7348961108151305,0.8316831683168316,0.728792930094724
1397,Naive Bayes,electricity,300,1.0,0.5652173913043478,0.7105350984536656,0.7415730337078652,0.7022175290390708
1398,QDA,electricity,300,1.0,0.55,0.6863976083707025,0.7251908396946565,0.6913416254075595
1399,XGB,electricity,300,1.0,0.6274509803921569,0.7361297599226596,1.0,0.7440911044263
1400,Nearest Neighbors,electricity,400,0.2,0.13333333333333333,0.35273453093812374,0.7115384615384616,0.5592633863116533
1401,Decision Tree,electricity,400,0.2,0.625,0.5906260691070818,0.75,0.6366272046388016
1402,Random Forest,electricity,400,0.2,0.5454545454545454,0.48086665107941706,0.7021276595744681,0.706821650816015
1403,Neural Net,electricity,400,0.2,0.0,0.0,0.432,0.6548012810416338
1404,AdaBoost,electricity,400,0.2,0.7142857142857143,0.5670475914942861,0.5979381443298969,0.7142605737079838
1405,Naive Bayes,electricity,400,0.2,0.48484848484848486,0.698894409381854,0.4,0.6818303451966818
1406,QDA,electricity,400,0.2,0.47058823529411764,0.7159776148540193,0.4093567251461988,0.6827269452449568
1407,XGB,electricity,400,0.2,0.5,0.5601381990930685,1.0,0.6667919328573219
1408,Nearest Neighbors,electricity,400,0.4,0.48484848484848486,0.46819752082909977,0.7419354838709677,0.5687312917338245
1409,Decision Tree,electricity,400,0.4,0.6923076923076923,0.6432725609357642,0.7659574468085106,0.7169569398440004
1410,Random Forest,electricity,400,0.4,0.6086956521739131,0.6071355200986098,0.8,0.7290176036342987
1411,Neural Net,electricity,400,0.4,0.0,0.0,0.5291479820627802,0.654627539503386
1412,AdaBoost,electricity,400,0.4,0.8275862068965517,0.6949715072953848,0.75,0.7423506830755334
1413,Naive Bayes,electricity,400,0.4,0.7741935483870968,0.696799413633032,0.6363636363636364,0.7097640085001677
1414,QDA,electricity,400,0.4,0.7586206896551724,0.6570731080560195,0.703030303030303,0.6822536908707442
1415,XGB,electricity,400,0.4,0.8,0.7175683010674869,1.0,0.7365788402256732
1416,Nearest Neighbors,electricity,400,0.6,0.35555555555555557,0.5719469327588161,0.8267716535433071,0.625430270157505
1417,Decision Tree,electricity,400,0.6,0.4186046511627907,0.6825620461688523,0.8062015503875969,0.7000858737655646
1418,Random Forest,electricity,400,0.6,0.5555555555555556,0.6928127984718243,0.8360655737704918,0.7277900048311772
1419,Neural Net,electricity,400,0.6,0.1,0.049367605059159526,0.5570469798657718,0.6658763277693475
1420,AdaBoost,electricity,400,0.6,0.631578947368421,0.7224176711459716,0.7782101167315175,0.7548924429002095
1421,Naive Bayes,electricity,400,0.6,0.6470588235294118,0.6276997840172787,0.6224489795918368,0.6439204320906337
1422,QDA,electricity,400,0.6,0.5294117647058824,0.6547634394740235,0.6030150753768844,0.6614756190962471
1423,XGB,electricity,400,0.6,0.6521739130434783,0.7304744823088212,1.0,0.7424463542511216
1424,Nearest Neighbors,electricity,400,0.8,0.5614035087719298,0.5953072625698324,0.8145896656534954,0.6112711265692082
1425,Decision Tree,electricity,400,0.8,0.6666666666666666,0.6674023394394174,0.8143712574850299,0.7313758555698839
1426,Random Forest,electricity,400,0.8,0.7741935483870968,0.7182738412360149,0.8220064724919094,0.727619261169348
1427,Neural Net,electricity,400,0.8,0.5333333333333333,0.6112419700214132,0.6098901098901099,0.6530233466835987
1428,AdaBoost,electricity,400,0.8,0.7741935483870968,0.7337669376693767,0.8050314465408805,0.7585796254195085
1429,Naive Bayes,electricity,400,0.8,0.6956521739130435,0.6031042128603105,0.5966386554621849,0.6242922620652467
1430,QDA,electricity,400,0.8,0.7307692307692307,0.6518700660023294,0.640926640926641,0.6530506721820062
1431,XGB,electricity,400,0.8,0.7666666666666667,0.7485515643105446,1.0,0.7410835829022597
1432,Nearest Neighbors,electricity,400,1.0,0.47761194029850745,0.6194002024183668,0.825,0.632293788852322
1433,Decision Tree,electricity,400,1.0,0.5833333333333334,0.7366430718510618,0.8181818181818182,0.712987485070364
1434,Random Forest,electricity,400,1.0,0.5641025641025641,0.744227976160665,0.8193384223918575,0.7413078149920255
1435,Neural Net,electricity,400,1.0,0.5384615384615384,0.6527710139281192,0.6381909547738693,0.6414050898663526
1436,AdaBoost,electricity,400,1.0,0.5915492957746479,0.7606167716817785,0.8,0.7680447042996844
1437,Naive Bayes,electricity,400,1.0,0.4230769230769231,0.6329422324806052,0.564935064935065,0.6363517745302714
1438,QDA,electricity,400,1.0,0.48148148148148145,0.6479851208927464,0.5974842767295597,0.6489205884225944
1439,XGB,electricity,400,1.0,0.6301369863013698,0.7706268905809951,1.0,0.7723538952545388
1440,Nearest Neighbors,electricity,500,0.2,0.11764705882352941,0.23086485526549458,0.6762589928057554,0.5158622392297247
1441,Decision Tree,electricity,500,0.2,0.1111111111111111,0.29983695185789067,0.5769230769230769,0.6618490967056323
1442,Random Forest,electricity,500,0.2,0.14285714285714285,0.32959447799827435,0.6052631578947368,0.7136720796228392
1443,Neural Net,electricity,500,0.2,0.0,0.0,0.42857142857142855,0.6368866695614416
1444,AdaBoost,electricity,500,0.2,0.2857142857142857,0.4203903855460558,0.6423357664233577,0.6939723544074325
1445,Naive Bayes,electricity,500,0.2,0.14285714285714285,0.4406943105110897,0.39766081871345027,0.6529383300177429
1446,QDA,electricity,500,0.2,0.3,0.491977013209941,0.4774193548387097,0.6799644404933881
1447,XGB,electricity,500,0.2,0.4444444444444444,0.4532004360691481,1.0,0.6569927445584188
1448,Nearest Neighbors,electricity,500,0.4,0.375,0.4160454384096557,0.7364016736401674,0.5971219054970502
1449,Decision Tree,electricity,500,0.4,0.46153846153846156,0.4981596935326373,0.7403846153846154,0.707089552238806
1450,Random Forest,electricity,500,0.4,0.4166666666666667,0.46895487851908985,0.7441860465116279,0.6712320949609085
1451,Neural Net,electricity,500,0.4,0.0,0.0008394543546694648,0.5134099616858238,0.6328721866611604
1452,AdaBoost,electricity,500,0.4,0.4444444444444444,0.5900772388838633,0.6940639269406392,0.7341533687943262
1453,Naive Bayes,electricity,500,0.4,0.56,0.6205305651672434,0.5369127516778524,0.5923495742007538
1454,QDA,electricity,500,0.4,0.7142857142857143,0.6347716910064098,0.5664739884393064,0.6421994720236945
1455,XGB,electricity,500,0.4,0.45161290322580644,0.644502920223349,1.0,0.7271896246357767
1456,Nearest Neighbors,electricity,500,0.6,0.5490196078431373,0.5305668766209707,0.8012820512820513,0.6047424366312346
1457,Decision Tree,electricity,500,0.6,0.6984126984126984,0.7389963852859877,0.8258064516129032,0.7371966214048968
1458,Random Forest,electricity,500,0.6,0.6538461538461539,0.6999879995199808,0.7962382445141066,0.7122911169744943
1459,Neural Net,electricity,500,0.6,0.5652173913043478,0.48398528008722913,0.6451612903225806,0.6422324031653478
1460,AdaBoost,electricity,500,0.6,0.7586206896551724,0.7441209406494961,0.8193548387096774,0.7400511731721923
1461,Naive Bayes,electricity,500,0.6,0.5641025641025641,0.6334600253384011,0.6538461538461539,0.6577533424965638
1462,QDA,electricity,500,0.6,0.5333333333333333,0.6666250156191428,0.654275092936803,0.6687571609479588
1463,XGB,electricity,500,0.6,0.6885245901639344,0.7466917667903217,1.0,0.7497813729777001
1464,Nearest Neighbors,electricity,500,0.8,0.6024096385542169,0.6231827980763915,0.8141176470588235,0.6459894168805994
1465,Decision Tree,electricity,500,0.8,0.6753246753246753,0.7049465015965493,0.7855153203342619,0.664577935771525
1466,Random Forest,electricity,500,0.8,0.7341772151898734,0.7120382642770703,0.8217821782178217,0.7169029443838604
1467,Neural Net,electricity,500,0.8,0.5714285714285714,0.6219795664630521,0.6361556064073226,0.6506818965092807
1468,AdaBoost,electricity,500,0.8,0.631578947368421,0.7215326191690755,0.7804878048780488,0.7461055819991346
1469,Naive Bayes,electricity,500,0.8,0.6470588235294118,0.6120010860711377,0.7037037037037037,0.6993258426966292
1470,QDA,electricity,500,0.8,0.6285714285714286,0.6247346072186837,0.711864406779661,0.7333111646853437
1471,XGB,electricity,500,0.8,0.6987951807228916,0.7360507851653859,1.0,0.7520276846544826
1472,Nearest Neighbors,electricity,500,1.0,0.6666666666666666,0.6235232618923158,0.828125,0.6360849914281261
1473,Decision Tree,electricity,500,1.0,0.6506024096385542,0.6982635108029114,0.8259109311740891,0.7480274618301055
1474,Random Forest,electricity,500,1.0,0.782608695652174,0.7352285698755232,0.8466257668711656,0.7398220544621191
1475,Neural Net,electricity,500,1.0,0.6285714285714286,0.6670412511120476,0.6374045801526718,0.6592226551363679
1476,AdaBoost,electricity,500,1.0,0.7526881720430108,0.7422494017548524,0.8065843621399177,0.748926697408173
1477,Naive Bayes,electricity,500,1.0,0.48484848484848486,0.547752196964195,0.5172413793103449,0.5776643990929705
1478,QDA,electricity,500,1.0,0.5507246376811594,0.6031681559707555,0.5722070844686649,0.6143747069462121
1479,XGB,electricity,500,1.0,0.7358490566037735,0.7447642628701124,1.0,0.7612417491749175
1480,Nearest Neighbors,electricity,1000,0.2,0.23076923076923078,0.2953635757171448,0.7127272727272728,0.5601517126940856
1481,Decision Tree,electricity,1000,0.2,0.32,0.41957930096776774,0.5013927576601671,0.7524500565397663
1482,Random Forest,electricity,1000,0.2,0.1,0.2626844188557035,0.6224066390041494,0.7105676855895197
1483,Neural Net,electricity,1000,0.2,0.0,0.00041981528127623844,0.3544973544973545,0.6654981010809232
1484,AdaBoost,electricity,1000,0.2,0.42857142857142855,0.5864512471655329,0.576,0.7324298049979985
1485,Naive Bayes,electricity,1000,0.2,0.2962962962962963,0.5872011251758087,0.4785714285714286,0.7119886239334937
1486,QDA,electricity,1000,0.2,0.38461538461538464,0.5873217563179444,0.48623853211009177,0.6900243309002433
1487,XGB,electricity,1000,0.2,0.41379310344827586,0.6029166666666667,1.0,0.7034532721564839
1488,Nearest Neighbors,electricity,1000,0.4,0.4,0.47347976552016385,0.8095238095238095,0.6333481745325023
1489,Decision Tree,electricity,1000,0.4,0.5633802816901409,0.6377286735296046,0.7222222222222222,0.7293774221148522
1490,Random Forest,electricity,1000,0.4,0.6376811594202898,0.6214513178399621,0.75,0.7198663286471537
1491,Neural Net,electricity,1000,0.4,0.2909090909090909,0.12614011255579274,0.5178236397748592,0.6654093179732898
1492,AdaBoost,electricity,1000,0.4,0.6233766233766234,0.6747019013857557,0.720763723150358,0.7392367627822328
1493,Naive Bayes,electricity,1000,0.4,0.6666666666666666,0.6658102639861263,0.571969696969697,0.7054483824335775
1494,QDA,electricity,1000,0.4,0.6578947368421053,0.6573834196891192,0.616,0.7379984951091045
1495,XGB,electricity,1000,0.4,0.6746987951807228,0.7050024521824424,0.9975062344139651,0.7586323058783898
1496,Nearest Neighbors,electricity,1000,0.6,0.5161290322580645,0.5662521305473139,0.8233438485804416,0.6392658937304248
1497,Decision Tree,electricity,1000,0.6,0.631578947368421,0.6507852712155207,0.7772020725388601,0.7165241347643919
1498,Random Forest,electricity,1000,0.6,0.6666666666666666,0.6593148450244698,0.8083067092651757,0.7445540262273762
1499,Neural Net,electricity,1000,0.6,0.3404255319148936,0.2802439850898001,0.599721059972106,0.6611470113085622
1500,AdaBoost,electricity,1000,0.6,0.6440677966101694,0.6834386852085967,0.779050736497545,0.7648521691074882
1501,Naive Bayes,electricity,1000,0.6,0.6206896551724138,0.638733705772812,0.657314629258517,0.6413742787026597
1502,QDA,electricity,1000,0.6,0.6495726495726496,0.6527442406839392,0.6575342465753424,0.6606810748412749
1503,XGB,electricity,1000,0.6,0.7769784172661871,0.7367991131337884,0.9983361064891847,0.7669534130264775
1504,Nearest Neighbors,electricity,1000,0.8,0.5324675324675324,0.6266549950760477,0.8099762470308789,0.6518030041346103
1505,Decision Tree,electricity,1000,0.8,0.7083333333333334,0.7138197424892704,0.7546174142480211,0.7205505943916728
1506,Random Forest,electricity,1000,0.8,0.6376811594202898,0.703883779509109,0.8015170670037927,0.7425189082538639
1507,Neural Net,electricity,1000,0.8,0.5207100591715976,0.6272482943973537,0.6103603603603603,0.6649235323137642
1508,AdaBoost,electricity,1000,0.8,0.676923076923077,0.7060645481013442,0.7467362924281984,0.7455257270693513
1509,Naive Bayes,electricity,1000,0.8,0.6461538461538462,0.6865726548129981,0.6569767441860465,0.693083660525521
1510,QDA,electricity,1000,0.8,0.65625,0.6673042591175721,0.6547619047619048,0.6738189346885
1511,XGB,electricity,1000,0.8,0.697986577181208,0.7558344341699692,0.9987515605493134,0.770568346482048
1512,Nearest Neighbors,electricity,1000,1.0,0.6378378378378379,0.641844344081504,0.8428571428571429,0.6513285467218699
1513,Decision Tree,electricity,1000,1.0,0.6857142857142857,0.7047709022201228,0.7692307692307693,0.7071205196054847
1514,Random Forest,electricity,1000,1.0,0.6941176470588235,0.699175664692906,0.7788778877887789,0.7156311014126565
1515,Neural Net,electricity,1000,1.0,0.6237623762376238,0.6604436414734518,0.6554621848739496,0.6609720765272991
1516,AdaBoost,electricity,1000,1.0,0.7650273224043715,0.7536311318169362,0.748898678414097,0.7301830165362208
1517,Naive Bayes,electricity,1000,1.0,0.6878980891719745,0.671160572337043,0.6258148631029987,0.6031152647975078
1518,QDA,electricity,1000,1.0,0.7204968944099379,0.6571681864235056,0.6540880503144654,0.6230620799787079
1519,XGB,electricity,1000,1.0,0.7362637362637363,0.7722885313959522,0.9959839357429718,0.7697445139404219
1520,Nearest Neighbors,electricity,2000,0.2,0.2807017543859649,0.337299276146102,0.75390625,0.6052837455617741
1521,Decision Tree,electricity,2000,0.2,0.5641025641025641,0.5619739587080066,0.54858934169279,0.7372470647014739
1522,Random Forest,electricity,2000,0.2,0.38596491228070173,0.4637452711223203,0.5857142857142857,0.7339072058903146
1523,Neural Net,electricity,2000,0.2,0.047619047619047616,0.024253731343283583,0.42962962962962964,0.6682338191506033
1524,AdaBoost,electricity,2000,0.2,0.4838709677419355,0.5319498357718722,0.5938242280285035,0.6709973251815056
1525,Naive Bayes,electricity,2000,0.2,0.5373134328358209,0.585024393692993,0.5501066098081023,0.693904408685769
1526,QDA,electricity,2000,0.2,0.5151515151515151,0.5847795163584637,0.5966587112171837,0.6631357284155447
1527,XGB,electricity,2000,0.2,0.5428571428571428,0.6215299411561094,0.9802955665024631,0.7183509668004378
1528,Nearest Neighbors,electricity,2000,0.4,0.42424242424242425,0.5281391116802588,0.7973856209150327,0.6462151835649814
1529,Decision Tree,electricity,2000,0.4,0.5785123966942148,0.6357265635329895,0.7106710671067107,0.7532256315732409
1530,Random Forest,electricity,2000,0.4,0.5306122448979592,0.5731636784268364,0.700352526439483,0.7278157486646373
1531,Neural Net,electricity,2000,0.4,0.12987012987012986,0.2095255507816071,0.5257352941176471,0.6499548781710619
1532,AdaBoost,electricity,2000,0.4,0.6324786324786325,0.653072033898305,0.698876404494382,0.7620619464158002
1533,Naive Bayes,electricity,2000,0.4,0.5360824742268041,0.5694404591104735,0.617687074829932,0.662467391995928
1534,QDA,electricity,2000,0.4,0.5333333333333333,0.5993326845544279,0.5942408376963351,0.6584692597239649
1535,XGB,electricity,2000,0.4,0.6176470588235294,0.7293337353029846,0.9714993804213135,0.7661535003933027
1536,Nearest Neighbors,electricity,2000,0.6,0.5281385281385281,0.6207466918714556,0.8311488049344642,0.6701273680830568
1537,Decision Tree,electricity,2000,0.6,0.5875706214689266,0.6530744756833972,0.7474452554744525,0.7598793214303378
1538,Random Forest,electricity,2000,0.6,0.6292134831460674,0.6594169669177857,0.7466456195737964,0.7574508560558022
1539,Neural Net,electricity,2000,0.6,0.47953216374269003,0.4519634835531082,0.5918918918918918,0.6716467940430015
1540,AdaBoost,electricity,2000,0.6,0.6304347826086957,0.6770760308457078,0.7433198380566801,0.7732696897374701
1541,Naive Bayes,electricity,2000,0.6,0.6235294117647059,0.6168747015892504,0.6524701873935264,0.6894217530977512
1542,QDA,electricity,2000,0.6,0.6081871345029239,0.597346966975266,0.6455026455026455,0.679888007466169
1543,XGB,electricity,2000,0.6,0.6602870813397129,0.760939659143252,0.9765494137353434,0.7882556504812371
1544,Nearest Neighbors,electricity,2000,0.8,0.6435331230283912,0.6681085757542987,0.8378870673952641,0.6829813268074693
1545,Decision Tree,electricity,2000,0.8,0.6766917293233082,0.6808301003756388,0.745578231292517,0.7087178884251367
1546,Random Forest,electricity,2000,0.8,0.7412587412587412,0.7214131134117097,0.7657597876575979,0.7344405493937131
1547,Neural Net,electricity,2000,0.8,0.6198083067092651,0.6193555282423984,0.6516983304548072,0.6633963790836452
1548,AdaBoost,electricity,2000,0.8,0.7089552238805971,0.7000913798355163,0.7260367097212781,0.7130866532687079
1549,Naive Bayes,electricity,2000,0.8,0.7161290322580646,0.7035983812752926,0.7018596280743852,0.7005897395751788
1550,QDA,electricity,2000,0.8,0.7249190938511327,0.7097802197802198,0.7155727155727156,0.701348530158551
1551,XGB,electricity,2000,0.8,0.7748344370860927,0.7776927282668125,0.9763681592039801,0.7920296167247387
1552,Nearest Neighbors,electricity,2000,1.0,0.7203791469194313,0.6957502435023325,0.8517034068136272,0.695031820981318
1553,Decision Tree,electricity,2000,1.0,0.7857142857142857,0.7639554958756953,0.8116853932584269,0.7708937763219467
1554,Random Forest,electricity,2000,1.0,0.7593052109181141,0.7515619057967078,0.8184067293419099,0.7702584656492472
1555,Neural Net,electricity,2000,1.0,0.7061503416856492,0.6768946934019517,0.68630201028518,0.6781587057010786
1556,AdaBoost,electricity,2000,1.0,0.7480106100795756,0.755182009199841,0.7873855544252288,0.7689024064884478
1557,Naive Bayes,electricity,2000,1.0,0.7487684729064039,0.7027973942081349,0.7198321091290661,0.7011790512750206
1558,QDA,electricity,2000,1.0,0.7281795511221946,0.7073736447489077,0.7061937533086289,0.702269255945887
1559,XGB,electricity,2000,1.0,0.7941888619854721,0.7927420616299077,0.976,0.8063759962494139
1560,Nearest Neighbors,electricity,3000,0.2,0.3333333333333333,0.3821951805299816,0.7564102564102564,0.6162283288123599
1561,Decision Tree,electricity,3000,0.2,0.5252525252525253,0.5840130505709625,0.5281473899692938,0.7560127060959008
1562,Random Forest,electricity,3000,0.2,0.5333333333333333,0.5175791631862708,0.5836477987421383,0.7424540682414699
1563,Neural Net,electricity,3000,0.2,0.0,0.0008394543546694648,0.39807692307692305,0.656133443845835
1564,AdaBoost,electricity,3000,0.2,0.5591397849462365,0.5184065311059037,0.6118326118326118,0.7470639789658194
1565,Naive Bayes,electricity,3000,0.2,0.5576923076923077,0.5931751158545148,0.532258064516129,0.6984730625180063
1566,QDA,electricity,3000,0.2,0.5555555555555556,0.6060815958994251,0.5714285714285714,0.6829661805771021
1567,XGB,electricity,3000,0.2,0.5882352941176471,0.6318231441048034,0.9623567921440261,0.7505935422602089
1568,Nearest Neighbors,electricity,3000,0.4,0.3958333333333333,0.5379009739154124,0.806941431670282,0.6586739530474545
1569,Decision Tree,electricity,3000,0.4,0.5573770491803278,0.6161983925259326,0.7117601844734819,0.7542452569279274
1570,Random Forest,electricity,3000,0.4,0.532608695652174,0.6177298633523313,0.6930545182972367,0.7504866969500325
1571,Neural Net,electricity,3000,0.4,0.10687022900763359,0.14534995206136145,0.5235732009925558,0.6792281268943221
1572,AdaBoost,electricity,3000,0.4,0.62,0.6703310915675117,0.6790697674418604,0.7483212164937011
1573,Naive Bayes,electricity,3000,0.4,0.5227272727272727,0.5776664280601288,0.615144418423107,0.7024936504271531
1574,QDA,electricity,3000,0.4,0.5454545454545454,0.5924795337865963,0.5992727272727273,0.7080094812854859
1575,XGB,electricity,3000,0.4,0.6542056074766355,0.7430858806404658,0.9516789516789517,0.7825698324022347
1576,Nearest Neighbors,electricity,3000,0.6,0.5949008498583569,0.649772579597141,0.8391167192429022,0.689232093849217
1577,Decision Tree,electricity,3000,0.6,0.6225165562913907,0.6520830612511428,0.7542120911793855,0.7611603787764918
1578,Random Forest,electricity,3000,0.6,0.6624203821656051,0.6938852304797742,0.7687366167023555,0.7628531226323195
1579,Neural Net,electricity,3000,0.6,0.5,0.4712585647313379,0.6049495875343721,0.6665698096760133
1580,AdaBoost,electricity,3000,0.6,0.6645962732919255,0.6909247629602265,0.7607629427792916,0.7723860298117724
1581,Naive Bayes,electricity,3000,0.6,0.5756457564575646,0.559883509282854,0.6352624495289367,0.6397717470638975
1582,QDA,electricity,3000,0.6,0.5567765567765568,0.537760320166012,0.6074700493305144,0.6095395416064423
1583,XGB,electricity,3000,0.6,0.7038123167155426,0.7743217164263821,0.966129927817879,0.8041920069504779
1584,Nearest Neighbors,electricity,3000,0.8,0.6952965235173824,0.6848295858635592,0.84,0.6988054607508533
1585,Decision Tree,electricity,3000,0.8,0.7560521415270018,0.7566171723692705,0.7789950887797507,0.7683356150987678
1586,Random Forest,electricity,3000,0.8,0.7394209354120267,0.7292206263244644,0.7572493786246893,0.737877647564778
1587,Neural Net,electricity,3000,0.8,0.6413502109704642,0.6243410497364199,0.6485875706214689,0.6614006842423023
1588,AdaBoost,electricity,3000,0.8,0.7511111111111111,0.7411126028836612,0.7676682183664832,0.7660990626213323
1589,Naive Bayes,electricity,3000,0.8,0.6977886977886978,0.653405820275024,0.6161238654564869,0.6037709976002743
1590,QDA,electricity,3000,0.8,0.6872037914691943,0.6478067387158296,0.5829646017699115,0.5790664780763791
1591,XGB,electricity,3000,0.8,0.8271604938271605,0.7966908186438845,0.9529267294310274,0.8113879003558719
1592,Nearest Neighbors,electricity,3000,1.0,0.6903914590747331,0.6972687868818215,0.8450986952157913,0.7034120734908137
1593,Decision Tree,electricity,3000,1.0,0.7029126213592233,0.7089851945093808,0.7382341501361338,0.7024528534450881
1594,Random Forest,electricity,3000,1.0,0.7679738562091504,0.7622750610637555,0.7787077335118848,0.7504922045442451
1595,Neural Net,electricity,3000,1.0,0.6746575342465754,0.6724085520316141,0.6891385767790262,0.6726620472750504
1596,AdaBoost,electricity,3000,1.0,0.7522935779816514,0.7574593128390597,0.7692307692307693,0.7570777835437928
1597,Naive Bayes,electricity,3000,1.0,0.6519823788546255,0.6440588853838065,0.6444538169548714,0.6335022672712723
1598,QDA,electricity,3000,1.0,0.6496815286624203,0.6538975501113585,0.6604081632653062,0.6477206969716454
1599,XGB,electricity,3000,1.0,0.7694974003466204,0.8050426322121672,0.9621262458471761,0.8187595189328292
1600,Nearest Neighbors,eye_movements,100,0.2,0.0,0.22986645082962365,0.72,0.4188576609247507
1601,Decision Tree,eye_movements,100,0.2,0.4,0.29107621600919187,0.9523809523809523,0.3048245614035088
1602,Random Forest,eye_movements,100,0.2,0.0,0.046906187624750496,0.8333333333333334,0.2925195385187942
1603,Neural Net,eye_movements,100,0.2,0.6666666666666666,0.15171798304328424,0.4375,0.4427050720100188
1604,AdaBoost,eye_movements,100,0.2,0.0,0.08030592734225621,1.0,0.31488138030194107
1605,Naive Bayes,eye_movements,100,0.2,0.0,0.3650739085596425,0.42424242424242425,0.4288277511961722
1606,QDA,eye_movements,100,0.2,0.0,0.0,0.8235294117647058,0.0
1607,XGB,eye_movements,100,0.2,0.0,0.08115942028985507,1.0,0.31555555555555553
1608,Nearest Neighbors,eye_movements,100,0.4,0.2857142857142857,0.3286384976525822,0.6938775510204082,0.4917156600748263
1609,Decision Tree,eye_movements,100,0.4,0.4,0.4336906584992343,0.9047619047619048,0.3830207305034551
1610,Random Forest,eye_movements,100,0.4,0.6666666666666666,0.2271214642262895,0.8780487804878049,0.4652777777777778
1611,Neural Net,eye_movements,100,0.4,0.4,0.2598116169544741,0.8235294117647058,0.38562953197099537
1612,AdaBoost,eye_movements,100,0.4,0.3333333333333333,0.4098684210526316,0.8292682926829268,0.46072992700729926
1613,Naive Bayes,eye_movements,100,0.4,0.3333333333333333,0.5076168344952233,0.5230769230769231,0.51052768390954
1614,QDA,eye_movements,100,0.4,0.0,0.0,1.0,0.005192107995846314
1615,XGB,eye_movements,100,0.4,0.0,0.33787661406025826,1.0,0.4005252790544977
1616,Nearest Neighbors,eye_movements,100,0.6,0.4,0.34516695957820737,0.7096774193548387,0.4222431668237512
1617,Decision Tree,eye_movements,100,0.6,0.3076923076923077,0.44135429262394194,0.9508196721311475,0.4915769124551229
1618,Random Forest,eye_movements,100,0.6,0.36363636363636365,0.2902985074626866,0.8571428571428571,0.38454106280193234
1619,Neural Net,eye_movements,100,0.6,0.5454545454545454,0.31354091238233167,0.72,0.34876435781413156
1620,AdaBoost,eye_movements,100,0.6,0.5714285714285714,0.39683042789223455,0.9666666666666667,0.4507042253521127
1621,Naive Bayes,eye_movements,100,0.6,0.4,0.26097087378640776,0.358974358974359,0.214168039538715
1622,QDA,eye_movements,100,0.6,0.2857142857142857,0.13103142983621072,0.8888888888888888,0.16753022452504318
1623,XGB,eye_movements,100,0.6,0.5,0.3767123287671233,1.0,0.4479456286685202
1624,Nearest Neighbors,eye_movements,100,0.8,0.26666666666666666,0.49083063646170444,0.7160493827160493,0.477765726681128
1625,Decision Tree,eye_movements,100,0.8,0.26666666666666666,0.5289084780917812,0.8791208791208791,0.5480624056366381
