,model,data_name,sample_len,class_disbalance,f1_test_raw_disbalanced,f1_test_raw_population,f1_test_bn_mix_on_disbalanced,f1_test_bn_mix_on_population
2342,QDA,electricity,500,0.9,0.6197183098591549,0.6543714987096368,0.6825396825396826,0.665347024619572
2343,XGB,electricity,500,0.9,0.6888888888888889,0.7622657626394747,1.0,0.7655467445742905
2344,Nearest Neighbors,electricity,500,1.0,0.6730769230769231,0.6475284003684372,0.8016032064128257,0.6571443094596655
2345,Decision Tree,electricity,500,1.0,0.7368421052631579,0.726326519663072,0.8365180467091295,0.7275288508424987
2346,Random Forest,electricity,500,1.0,0.7115384615384616,0.7215561414854982,0.8143939393939394,0.7230940080150644
2347,Neural Net,electricity,500,1.0,0.7102803738317757,0.655635681122197,0.6782273603082851,0.6546820230345518
2348,AdaBoost,electricity,500,1.0,0.8490566037735849,0.7660588479071695,0.8582995951417004,0.7671887443589063
2349,Naive Bayes,electricity,500,1.0,0.5714285714285714,0.6147362697117998,0.6381909547738693,0.6204153182308522
2350,QDA,electricity,500,1.0,0.5679012345679012,0.616062176165803,0.6571428571428571,0.6301110550227158
2351,XGB,electricity,500,1.0,0.7843137254901961,0.7609084218273579,1.0,0.7749157812904898
2352,Nearest Neighbors,electricity,1000,0.1,0.0,0.08375437232802177,0.4696969696969697,0.47120556211465303
2353,Decision Tree,electricity,1000,0.1,0.2,0.42528280990427975,0.46956521739130436,0.5488950462931675
2354,Random Forest,electricity,1000,0.1,0.11764705882352941,0.2090489381348107,0.5405405405405406,0.5177494036761611
2355,Neural Net,electricity,1000,0.1,0.0,0.0,0.211864406779661,0.50612292051756
2356,AdaBoost,electricity,1000,0.1,0.2857142857142857,0.42199180130214614,0.3697478991596639,0.5068357998590557
2357,Naive Bayes,electricity,1000,0.1,0.4827586206896552,0.6265894414486386,0.28205128205128205,0.7210039994483519
2358,QDA,electricity,1000,0.1,0.41379310344827586,0.6051014957264957,0.1776765375854214,0.6024672386562513
2359,XGB,electricity,1000,0.1,0.2727272727272727,0.4612159329140461,0.9696969696969697,0.6024730334122599
2360,Nearest Neighbors,electricity,1000,0.2,0.2857142857142857,0.21889400921658986,0.5855513307984791,0.5736373748609567
2361,Decision Tree,electricity,1000,0.2,0.5128205128205128,0.5774821722435546,0.4487534626038781,0.6372457272324287
2362,Random Forest,electricity,1000,0.2,0.48484848484848486,0.34570609077104775,0.5349544072948328,0.7258687258687259
2363,Neural Net,electricity,1000,0.2,0.0,0.0,0.33163265306122447,0.6569420373579818
2364,AdaBoost,electricity,1000,0.2,0.48484848484848486,0.5303622814137091,0.45180722891566266,0.7167135961383749
2365,Naive Bayes,electricity,1000,0.2,0.5581395348837209,0.6094694653895795,0.4098939929328622,0.701368363437329
2366,QDA,electricity,1000,0.2,0.4888888888888889,0.594054196264141,0.4092071611253197,0.7232180663373324
2367,XGB,electricity,1000,0.2,0.6,0.5911932212807335,0.9644670050761421,0.710176375674623
2368,Nearest Neighbors,electricity,1000,0.3,0.4166666666666667,0.4125506680678577,0.6246056782334385,0.6072357263990955
2369,Decision Tree,electricity,1000,0.3,0.6666666666666666,0.6207080117114719,0.6270270270270271,0.6842498665242925
2370,Random Forest,electricity,1000,0.3,0.56,0.6123399301513388,0.594847775175644,0.7351266444139014
2371,Neural Net,electricity,1000,0.3,0.0,0.017897551944044434,0.3922518159806295,0.6190103759320089
2372,AdaBoost,electricity,1000,0.3,0.6037735849056604,0.6512020792722547,0.5847665847665847,0.7422895455674199
2373,Naive Bayes,electricity,1000,0.3,0.5625,0.6797027290448343,0.5311475409836065,0.664983164983165
2374,QDA,electricity,1000,0.3,0.5555555555555556,0.6509116320437075,0.46733668341708545,0.6905189726244583
2375,XGB,electricity,1000,0.3,0.6896551724137931,0.6764443310802194,0.9832775919732442,0.7362996619936831
2376,Nearest Neighbors,electricity,1000,0.4,0.5,0.5199230922230326,0.7365853658536585,0.618884215187071
2377,Decision Tree,electricity,1000,0.4,0.6349206349206349,0.6021765417170496,0.6834381551362684,0.7162309086202433
2378,Random Forest,electricity,1000,0.4,0.48148148148148145,0.5190772610765287,0.6547619047619048,0.7157708905453118
2379,Neural Net,electricity,1000,0.4,0.21739130434782608,0.195531235750114,0.52,0.6647348594610258
2380,AdaBoost,electricity,1000,0.4,0.6031746031746031,0.6677373763330335,0.6768558951965066,0.7195801547367852
2381,Naive Bayes,electricity,1000,0.4,0.6153846153846154,0.660829551990797,0.6318181818181818,0.7113234176528064
2382,QDA,electricity,1000,0.4,0.5846153846153846,0.646419977889055,0.6377551020408163,0.6880452723414289
2383,XGB,electricity,1000,0.4,0.6666666666666666,0.6977517708654142,0.9848484848484849,0.7376531234410509
2384,Nearest Neighbors,electricity,1000,0.5,0.45454545454545453,0.5397807865892972,0.7609561752988048,0.6270928462709284
2385,Decision Tree,electricity,1000,0.5,0.6046511627906976,0.6379710893133712,0.7527272727272727,0.7438394805471287
2386,Random Forest,electricity,1000,0.5,0.5977011494252874,0.6385144065556436,0.7387033398821218,0.7416750756811302
2387,Neural Net,electricity,1000,0.5,0.22580645161290322,0.2764435360245273,0.5638629283489096,0.6540321784621459
2388,AdaBoost,electricity,1000,0.5,0.6373626373626373,0.6829359864839497,0.7286821705426356,0.7484513274336283
2389,Naive Bayes,electricity,1000,0.5,0.5617977528089888,0.656227940704614,0.6582278481012658,0.6926079385095778
2390,QDA,electricity,1000,0.5,0.6046511627906976,0.6384519186467452,0.6514806378132119,0.6678019552191737
2391,XGB,electricity,1000,0.5,0.6041666666666666,0.7257692989191424,0.998003992015968,0.7585022709648831
2392,Nearest Neighbors,electricity,1000,0.6,0.5849056603773585,0.568494805508577,0.778702163061564,0.6267506242536098
2393,Decision Tree,electricity,1000,0.6,0.5789473684210527,0.663930858670646,0.7103825136612022,0.7347879243863444
2394,Random Forest,electricity,1000,0.6,0.5684210526315789,0.6650973406285787,0.7477203647416414,0.7458123107971746
2395,Neural Net,electricity,1000,0.6,0.2631578947368421,0.2618924952773484,0.5912117177097204,0.6729139197589
2396,AdaBoost,electricity,1000,0.6,0.6071428571428571,0.7296364473078693,0.7371794871794872,0.7511455206193711
2397,Naive Bayes,electricity,1000,0.6,0.43902439024390244,0.570249697659529,0.5829787234042553,0.6212049814877145
2398,QDA,electricity,1000,0.6,0.4578313253012048,0.5787581929663824,0.5957446808510638,0.6213151927437641
2399,XGB,electricity,1000,0.6,0.6271186440677966,0.7598209289311696,0.988313856427379,0.7673210761400229
2400,Nearest Neighbors,electricity,1000,0.7,0.5945945945945946,0.6032078103207811,0.8094575799721836,0.643557385040351
2401,Decision Tree,electricity,1000,0.7,0.7086614173228346,0.6569212027954093,0.792156862745098,0.7556041552761071
2402,Random Forest,electricity,1000,0.7,0.7076923076923077,0.6911984087518648,0.7863945578231293,0.7425747779004364
2403,Neural Net,electricity,1000,0.7,0.5714285714285714,0.5367038166988357,0.6122448979591837,0.6529352226720648
2404,AdaBoost,electricity,1000,0.7,0.7692307692307693,0.7437496424280565,0.7938288920056101,0.7762299786090676
2405,Naive Bayes,electricity,1000,0.7,0.6923076923076923,0.6732236302881281,0.6677631578947368,0.6745635140971066
2406,QDA,electricity,1000,0.7,0.6771653543307087,0.6686762120070334,0.6710310965630114,0.6772628002911915
2407,XGB,electricity,1000,0.7,0.7866666666666666,0.762572318647085,0.9928263988522238,0.7757098798255876
2408,Nearest Neighbors,electricity,1000,0.8,0.5694444444444444,0.6265221017514595,0.8213851761846902,0.6612980641032479
2409,Decision Tree,electricity,1000,0.8,0.6666666666666666,0.6525491156129506,0.7547169811320755,0.7028184501417906
2410,Random Forest,electricity,1000,0.8,0.6901408450704225,0.7260714890733525,0.7654639175257731,0.7312914087107636
2411,Neural Net,electricity,1000,0.8,0.5170068027210885,0.6249033255993813,0.6590649942987458,0.6709664516774161
2412,AdaBoost,electricity,1000,0.8,0.6950354609929078,0.742300905106165,0.7858048162230672,0.7635497319833234
2413,Naive Bayes,electricity,1000,0.8,0.6349206349206349,0.6782923932745797,0.6577380952380952,0.6825532957608429
2414,QDA,electricity,1000,0.8,0.6461538461538462,0.6603616844526807,0.6393939393939394,0.6662051604782883
2415,XGB,electricity,1000,0.8,0.704225352112676,0.7689123686073743,0.9899749373433584,0.7856244761106455
2416,Nearest Neighbors,electricity,1000,0.9,0.632768361581921,0.6458776030599235,0.8176795580110497,0.654997891185154
2417,Decision Tree,electricity,1000,0.9,0.6577181208053692,0.6806902018169624,0.7390761548064919,0.6975341493702324
2418,Random Forest,electricity,1000,0.9,0.7204968944099379,0.7138426191843767,0.7800237812128419,0.747200810217746
2419,Neural Net,electricity,1000,0.9,0.648936170212766,0.6449136276391555,0.6565349544072948,0.66936689329283
2420,AdaBoost,electricity,1000,0.9,0.7215189873417721,0.7175081813931744,0.7651162790697674,0.7471213463241807
2421,Naive Bayes,electricity,1000,0.9,0.7125,0.7064694141129506,0.6727037516170763,0.6970373499064744
2422,QDA,electricity,1000,0.9,0.697986577181208,0.6786533573067146,0.6604026845637584,0.6728329479407537
2423,XGB,electricity,1000,0.9,0.7692307692307693,0.7804418385509371,0.9911111111111112,0.7887338718136998
2424,Nearest Neighbors,electricity,1000,1.0,0.6875,0.6637734850489547,0.8513238289205702,0.6705573080967403
2425,Decision Tree,electricity,1000,1.0,0.7534883720930232,0.7484746424561918,0.807799442896936,0.7572529249500618
2426,Random Forest,electricity,1000,1.0,0.7761194029850746,0.7494863284336969,0.8216748768472907,0.7364507514269257
2427,Neural Net,electricity,1000,1.0,0.6794258373205742,0.6630463161192627,0.6832535885167464,0.6610609363645801
2428,AdaBoost,electricity,1000,1.0,0.7979274611398963,0.7795692987299835,0.8234086242299795,0.7805089334055225
2429,Naive Bayes,electricity,1000,1.0,0.6772486772486772,0.7060320973990039,0.7005524861878453,0.7019180318311665
2430,QDA,electricity,1000,1.0,0.6739130434782609,0.6995189487269741,0.6813441483198146,0.6877871825876662
2431,XGB,electricity,1000,1.0,0.8163265306122449,0.789937106918239,0.992992992992993,0.7929839302594265
2432,Nearest Neighbors,electricity,2000,0.1,0.11764705882352941,0.15138392016569385,0.48175182481751827,0.5222424966966589
2433,Decision Tree,electricity,2000,0.1,0.25,0.3767426603247499,0.45918367346938777,0.5182878250162961
2434,Random Forest,electricity,2000,0.1,0.29411764705882354,0.27156749040949235,0.5454545454545454,0.6320810971973763
2435,Neural Net,electricity,2000,0.1,0.0,0.0,0.25120772946859904,0.591405933722746
2436,AdaBoost,electricity,2000,0.1,0.32432432432432434,0.46969107462454285,0.4177777777777778,0.5847945205479452
2437,Naive Bayes,electricity,2000,0.1,0.3076923076923077,0.5046446643002794,0.35777126099706746,0.6990902328774962
2438,QDA,electricity,2000,0.1,0.3111111111111111,0.5422791442293698,0.3140877598152425,0.6935951078210493
2439,XGB,electricity,2000,0.1,0.3783783783783784,0.4521876231769807,0.9641025641025641,0.6049144303123127
2440,Nearest Neighbors,electricity,2000,0.2,0.25806451612903225,0.309810100339995,0.5669642857142857,0.5549656087848437
2441,Decision Tree,electricity,2000,0.2,0.3508771929824561,0.4510571652310102,0.5563218390804597,0.6340973312401884
2442,Random Forest,electricity,2000,0.2,0.35714285714285715,0.3857483748868592,0.4233128834355828,0.6268815488537843
2443,Neural Net,electricity,2000,0.2,0.0,0.0026954177897574125,0.3378016085790885,0.6045939294503692
2444,AdaBoost,electricity,2000,0.2,0.45161290322580644,0.5546999854714514,0.41015625,0.5746875379201554
2445,Naive Bayes,electricity,2000,0.2,0.5135135135135135,0.6201696512723845,0.3955119214586255,0.7097481924707055
2446,QDA,electricity,2000,0.2,0.4931506849315068,0.5871444506413832,0.39060568603213847,0.7020955257693033
2447,XGB,electricity,2000,0.2,0.6086956521739131,0.6171912336997337,0.9545454545454546,0.6804649507768948
2448,Nearest Neighbors,electricity,2000,0.3,0.27184466019417475,0.4487170220455367,0.6446776611694153,0.559345959298906
2449,Decision Tree,electricity,2000,0.3,0.5833333333333334,0.6071501811470367,0.6461086637298091,0.7113888099971599
2450,Random Forest,electricity,2000,0.3,0.5432098765432098,0.5637071202075526,0.5614035087719298,0.63279990075673
2451,Neural Net,electricity,2000,0.3,0.0,0.0026954177897574125,0.3911525029103609,0.5805727719598205
2452,AdaBoost,electricity,2000,0.3,0.5476190476190477,0.6140470974808324,0.5559947299077734,0.6995710484878102
2453,Naive Bayes,electricity,2000,0.3,0.4935064935064935,0.5311740890688259,0.5109243697478991,0.6163570197280215
2454,QDA,electricity,2000,0.3,0.5063291139240507,0.539963436928702,0.4642289348171701,0.612921243716254
2455,XGB,electricity,2000,0.3,0.6862745098039216,0.6776827621680704,0.9382303839732888,0.7234140715109574
2456,Nearest Neighbors,electricity,2000,0.4,0.4892086330935252,0.49790132801211034,0.7156398104265402,0.6148671375714766
2457,Decision Tree,electricity,2000,0.4,0.6285714285714286,0.6240546148182853,0.5958005249343832,0.6778187879509465
2458,Random Forest,electricity,2000,0.4,0.6129032258064516,0.5625450872889914,0.6033254156769596,0.6732007521796114
2459,Neural Net,electricity,2000,0.4,0.023529411764705882,0.061930053111534225,0.4885654885654886,0.5967162363867544
2460,AdaBoost,electricity,2000,0.4,0.6620689655172414,0.6676970633693973,0.5955967555040557,0.6985453937468651
2461,Naive Bayes,electricity,2000,0.4,0.5454545454545454,0.5332258773536522,0.5386996904024768,0.5845580625129373
2462,QDA,electricity,2000,0.4,0.6119402985074627,0.5832046060946496,0.5667574931880109,0.6263715110683349
2463,XGB,electricity,2000,0.4,0.7133757961783439,0.7154621435594887,0.9364881693648817,0.7521310379408324
2464,Nearest Neighbors,electricity,2000,0.5,0.5235602094240838,0.5788613799170542,0.7967967967967968,0.6424139875916526
2465,Decision Tree,electricity,2000,0.5,0.6127167630057804,0.6708512137321463,0.6519083969465649,0.7305039060715428
2466,Random Forest,electricity,2000,0.5,0.5833333333333334,0.655179165850793,0.6923076923076923,0.7293938900645721
2467,Neural Net,electricity,2000,0.5,0.24427480916030533,0.3375111182986981,0.5447409733124019,0.6592909475340513
2468,AdaBoost,electricity,2000,0.5,0.6060606060606061,0.6434977578475336,0.6673058485139022,0.7405165892143089
2469,Naive Bayes,electricity,2000,0.5,0.5584415584415584,0.5883497845127207,0.5950617283950618,0.6330812232818152
2470,QDA,electricity,2000,0.5,0.5100671140939598,0.5601710010687567,0.5640394088669951,0.5938521037540841
2471,XGB,electricity,2000,0.5,0.6903553299492385,0.7393220139827272,0.971830985915493,0.7645340827685017
2472,Nearest Neighbors,electricity,2000,0.6,0.5240174672489083,0.6092509698597434,0.796193497224425,0.6657347169202645
2473,Decision Tree,electricity,2000,0.6,0.703862660944206,0.7295900792283845,0.7246376811594203,0.735969868173258
2474,Random Forest,electricity,2000,0.6,0.7009345794392523,0.6889585947302383,0.7187017001545595,0.7390669032460078
2475,Neural Net,electricity,2000,0.6,0.39285714285714285,0.36716791979949875,0.5850066934404283,0.6532512243611501
2476,AdaBoost,electricity,2000,0.6,0.6794258373205742,0.6837979094076655,0.7100229533282326,0.7650420866673594
2477,Naive Bayes,electricity,2000,0.6,0.6543778801843319,0.6697713801862828,0.6507246376811594,0.7009298048431593
2478,QDA,electricity,2000,0.6,0.656,0.6998655552567895,0.6473616473616474,0.7329733653977041
2479,XGB,electricity,2000,0.6,0.7073170731707317,0.7611477535374035,0.9601328903654485,0.7774267816030411
2480,Nearest Neighbors,electricity,2000,0.7,0.6289752650176679,0.6409908381404819,0.8153740562800275,0.6784676354029062
2481,Decision Tree,electricity,2000,0.7,0.7266666666666667,0.7575274074836584,0.7637051039697542,0.764779031949493
2482,Random Forest,electricity,2000,0.7,0.6454183266932271,0.7038507821901324,0.7620841180163214,0.7577712041123127
2483,Neural Net,electricity,2000,0.7,0.5396825396825397,0.5753242835595777,0.6103975535168196,0.6624044608950632
2484,AdaBoost,electricity,2000,0.7,0.6719367588932806,0.6994932935916542,0.7660148347943359,0.7688081794597894
2485,Naive Bayes,electricity,2000,0.7,0.6239316239316239,0.6588085377508761,0.6553365057783821,0.698738418049521
2486,QDA,electricity,2000,0.7,0.5887445887445888,0.6471689586157918,0.6845102505694761,0.7417983260976593
2487,XGB,electricity,2000,0.7,0.7769784172661871,0.7903757772370911,0.9642857142857143,0.7987766950031101
2488,Nearest Neighbors,electricity,2000,0.8,0.6133333333333333,0.6613571896137901,0.8241965973534972,0.6853566168735535
2489,Decision Tree,electricity,2000,0.8,0.684931506849315,0.7236070782885006,0.7892325315005727,0.7652927149739647
2490,Random Forest,electricity,2000,0.8,0.6814814814814815,0.7133376402184766,0.7894413750767342,0.7620087336244541
2491,Neural Net,electricity,2000,0.8,0.5566343042071198,0.616326753786429,0.6382737081203862,0.6587266140638182
2492,AdaBoost,electricity,2000,0.8,0.6825396825396826,0.7004364664658511,0.7745098039215687,0.7641889796340329
2493,Naive Bayes,electricity,2000,0.8,0.6590038314176245,0.6632345554997489,0.6775800711743772,0.6670772262593916
2494,QDA,electricity,2000,0.8,0.6260162601626016,0.6364946292900183,0.655436447166922,0.6434295393836732
2495,XGB,electricity,2000,0.8,0.7898089171974523,0.7974657032149963,0.9769470404984424,0.7942830607295805
2496,Nearest Neighbors,electricity,2000,0.9,0.6703296703296703,0.6674147696911403,0.8408208541320022,0.6814954051796157
2497,Decision Tree,electricity,2000,0.9,0.7073170731707317,0.7017040358744394,0.7789046653144016,0.7759899797668369
2498,Random Forest,electricity,2000,0.9,0.712166172106825,0.7266095414543771,0.7776560788608982,0.7671457905544148
2499,Neural Net,electricity,2000,0.9,0.624,0.6406209839099368,0.6570719602977667,0.6668891219372676
2500,AdaBoost,electricity,2000,0.9,0.7768595041322314,0.7619359415070661,0.7769145394006659,0.7779956542477079
2501,Naive Bayes,electricity,2000,0.9,0.6972477064220184,0.6980504041844984,0.681214421252372,0.7079996400611897
2502,QDA,electricity,2000,0.9,0.6375838926174496,0.671183888575193,0.7088937093275488,0.7281448114781448
2503,XGB,electricity,2000,0.9,0.8072916666666666,0.7907372903912696,0.9717138103161398,0.7983359334373374
2504,Nearest Neighbors,electricity,2000,1.0,0.6933962264150944,0.6748944809531442,0.8374187093546773,0.6860868650751919
2505,Decision Tree,electricity,2000,1.0,0.6737400530503979,0.7100852865748196,0.7249857061177816,0.704225352112676
2506,Random Forest,electricity,2000,1.0,0.725,0.7325978161965423,0.7817258883248731,0.7617338049733383
2507,Neural Net,electricity,2000,1.0,0.6556603773584906,0.6531734910996938,0.6509211147850732,0.6684026924777674
2508,AdaBoost,electricity,2000,1.0,0.7080103359173127,0.7399648917495611,0.7736040609137056,0.788575042158516
2509,Naive Bayes,electricity,2000,1.0,0.6386554621848739,0.68468358300214,0.6770833333333334,0.6932680246102383
2510,QDA,electricity,2000,1.0,0.6239067055393586,0.6553636305691886,0.641782059000602,0.6665007776049767
2511,XGB,electricity,2000,1.0,0.7922705314009661,0.7979904812268641,0.9639149777558083,0.8079511336577285
2512,Nearest Neighbors,electricity,3000,0.1,0.23529411764705882,0.20634195376039477,0.5113924050632911,0.49364791288566245
2513,Decision Tree,electricity,3000,0.1,0.45,0.32427785419532323,0.34915254237288135,0.6348989467691432
2514,Random Forest,electricity,3000,0.1,0.13333333333333333,0.2223649206494817,0.26716141001855287,0.5343511450381679
2515,Neural Net,electricity,3000,0.1,0.0,0.0,0.21996615905245348,0.49054688491308207
2516,AdaBoost,electricity,3000,0.1,0.3902439024390244,0.476751394916305,0.29699248120300753,0.5863899908452853
2517,Naive Bayes,electricity,3000,0.1,0.425531914893617,0.5155701590620566,0.33793103448275863,0.6385224274406333
2518,QDA,electricity,3000,0.1,0.3829787234042553,0.5169814137493469,0.208955223880597,0.5557060616322383
2519,XGB,electricity,3000,0.1,0.46153846153846156,0.4574743278200204,0.8551724137931035,0.6138678506137373
2520,Nearest Neighbors,electricity,3000,0.2,0.39603960396039606,0.4006619907006068,0.656891495601173,0.6218981535928496
2521,Decision Tree,electricity,3000,0.2,0.37777777777777777,0.5445913373749178,0.4767676767676768,0.7073330974882499
2522,Random Forest,electricity,3000,0.2,0.41304347826086957,0.5371024734982333,0.5679389312977099,0.6814725407362704
2523,Neural Net,electricity,3000,0.2,0.0,0.009710743801652892,0.4170124481327801,0.6441508629874281
2524,AdaBoost,electricity,3000,0.2,0.5046728971962616,0.6026261230131306,0.5677603423680456,0.6986422147769353
2525,Naive Bayes,electricity,3000,0.2,0.46808510638297873,0.542790494241143,0.5508607198748043,0.6699714958483084
2526,QDA,electricity,3000,0.2,0.4854368932038835,0.553921568627451,0.5303030303030303,0.6718236082348642
2527,XGB,electricity,3000,0.2,0.4948453608247423,0.6131336722077209,0.9137055837563451,0.7026272677628784
2528,Nearest Neighbors,electricity,3000,0.3,0.41134751773049644,0.46797744687003034,0.7235859124866596,0.6397383670893338
2529,Decision Tree,electricity,3000,0.3,0.5362318840579711,0.6079607415485279,0.6465324384787472,0.683493246959604
2530,Random Forest,electricity,3000,0.3,0.549618320610687,0.557884087295852,0.6539278131634819,0.7135825618188211
2531,Neural Net,electricity,3000,0.3,0.04597701149425287,0.03005213124808341,0.47228549734244496,0.6698214013127767
2532,AdaBoost,electricity,3000,0.3,0.5492957746478874,0.6032601188009393,0.6198952879581152,0.7081689145414924
2533,Naive Bayes,electricity,3000,0.3,0.5428571428571428,0.5874282514349713,0.4584674822923374,0.7054373091472586
2534,QDA,electricity,3000,0.3,0.5467625899280576,0.5898115840893231,0.4776652769505658,0.7363767746323217
2535,XGB,electricity,3000,0.3,0.5960264900662252,0.6890371782650143,0.9101251422070534,0.7393804271297817
2536,Nearest Neighbors,electricity,3000,0.4,0.5589519650655022,0.5503963759909399,0.7598736176935229,0.6414603820504126
2537,Decision Tree,electricity,3000,0.4,0.6607929515418502,0.6664945792462571,0.6185421089879689,0.6931830266936084
2538,Random Forest,electricity,3000,0.4,0.5771144278606966,0.578883925405942,0.6622023809523809,0.7171279802685667
2539,Neural Net,electricity,3000,0.4,0.13986013986013987,0.11462373933281614,0.5019607843137255,0.6085430076067876
2540,AdaBoost,electricity,3000,0.4,0.6403508771929824,0.6584075364563169,0.6495327102803738,0.7305308993468431
2541,Naive Bayes,electricity,3000,0.4,0.5531914893617021,0.7050156423453426,0.5525591634562466,0.7313994090786999
2542,QDA,electricity,3000,0.4,0.5754189944134078,0.7298764507675028,0.5348725348725348,0.7327378767486439
2543,XGB,electricity,3000,0.4,0.6693877551020408,0.7305119785966192,0.9308600337268128,0.7611756817165847
2544,Nearest Neighbors,electricity,3000,0.5,0.5182481751824818,0.597155809476495,0.775483870967742,0.6688517425980552
2545,Decision Tree,electricity,3000,0.5,0.6016949152542372,0.6578913240824795,0.6806966618287373,0.6960262922019719
2546,Random Forest,electricity,3000,0.5,0.6265060240963856,0.6629350833172489,0.6782496782496783,0.7243473978000329
2547,Neural Net,electricity,3000,0.5,0.24864864864864866,0.31992687385740404,0.5190010857763301,0.6526326316315816
2548,AdaBoost,electricity,3000,0.5,0.6245059288537549,0.6492522693136551,0.6559278350515464,0.7289440168337117
2549,Naive Bayes,electricity,3000,0.5,0.5853658536585366,0.6397998156196497,0.6270818247646633,0.6899009422565837
2550,QDA,electricity,3000,0.5,0.5959183673469388,0.6363456594819062,0.6261749819233551,0.6759163889730385
2551,XGB,electricity,3000,0.5,0.7050359712230215,0.7685544644896095,0.9399198931909212,0.7773433257304225
2552,Nearest Neighbors,electricity,3000,0.6,0.5572755417956656,0.625545394776164,0.7972103004291845,0.6695241235300583
2553,Decision Tree,electricity,3000,0.6,0.5904059040590406,0.6691359601507121,0.7021140294682896,0.6913472343613435
2554,Random Forest,electricity,3000,0.6,0.6444444444444445,0.6721911736365388,0.7045454545454546,0.7058823529411765
2555,Neural Net,electricity,3000,0.6,0.4666666666666667,0.48725959869471636,0.607436021245775,0.6592345235037246
2556,AdaBoost,electricity,3000,0.6,0.6153846153846154,0.6690213203185205,0.7104677060133631,0.7461427461427461
2557,Naive Bayes,electricity,3000,0.6,0.6666666666666666,0.6719140887180426,0.67008547008547,0.7009649974304802
2558,QDA,electricity,3000,0.6,0.6435331230283912,0.6767100977198697,0.6642143983184445,0.7119452839191983
2559,XGB,electricity,3000,0.6,0.7100977198697068,0.7589367552703942,0.9355932203389831,0.7888864581054474
2560,Nearest Neighbors,electricity,3000,0.7,0.6172839506172839,0.6560281674143904,0.8163841807909604,0.6924223073648361
2561,Decision Tree,electricity,3000,0.7,0.6529411764705882,0.6440788190154126,0.7672493100275989,0.7767679933145305
2562,Random Forest,electricity,3000,0.7,0.7096774193548387,0.7056100383748554,0.7349607672188317,0.7540950658225304
2563,Neural Net,electricity,3000,0.7,0.5633802816901409,0.5509548118737001,0.6097055163832434,0.6666666666666666
2564,AdaBoost,electricity,3000,0.7,0.6721763085399449,0.6853173113030416,0.7520891364902507,0.7791781402245287
2565,Naive Bayes,electricity,3000,0.7,0.6366366366366366,0.6302079872416771,0.6208092485549133,0.6495628310677133
2566,QDA,electricity,3000,0.7,0.6666666666666666,0.6449148702013336,0.6241379310344828,0.6485104206623193
2567,XGB,electricity,3000,0.7,0.7607655502392344,0.7995907818220978,0.9465215333648841,0.8046613712374582
2568,Nearest Neighbors,electricity,3000,0.8,0.6137339055793991,0.665972602739726,0.8295739348370927,0.682895373206513
2569,Decision Tree,electricity,3000,0.8,0.6323529411764706,0.7046180299680668,0.6793969849246231,0.6783247798263955
2570,Random Forest,electricity,3000,0.8,0.6246973365617433,0.7060046471811178,0.7230483271375465,0.7217017264745743
2571,Neural Net,electricity,3000,0.8,0.5908096280087527,0.6235737170479456,0.6120826709062003,0.657195609806134
2572,AdaBoost,electricity,3000,0.8,0.6698795180722892,0.7125319071350431,0.6789703739679456,0.6971583554213154
2573,Naive Bayes,electricity,3000,0.8,0.6442477876106195,0.7047146401985112,0.6368015414258189,0.6654112501518649
2574,QDA,electricity,3000,0.8,0.6837060702875399,0.7350368718916138,0.5989795918367347,0.633805500857524
2575,XGB,electricity,3000,0.8,0.7515923566878981,0.8053517479499352,0.9404958677685951,0.8078224101479915
2576,Nearest Neighbors,electricity,3000,0.9,0.6415094339622641,0.6822490305902629,0.8293402137854773,0.6982926188599947
2577,Decision Tree,electricity,3000,0.9,0.7142857142857143,0.7367865313544906,0.7671885636487407,0.7756724012599951
2578,Random Forest,electricity,3000,0.9,0.7265917602996255,0.7279520101031361,0.7551342812006319,0.7371979043434173
2579,Neural Net,electricity,3000,0.9,0.6416510318949343,0.6386181503140568,0.6602608098833219,0.6703215291154245
2580,AdaBoost,electricity,3000,0.9,0.6947791164658634,0.7230340592483084,0.733230531996916,0.7297013854390904
2581,Naive Bayes,electricity,3000,0.9,0.6363636363636364,0.6601029028774693,0.6736201651455889,0.6736347331313006
2582,QDA,electricity,3000,0.9,0.6129032258064516,0.636172726079538,0.6351102941176471,0.6420572916666667
2583,XGB,electricity,3000,0.9,0.8058608058608059,0.8097716409984068,0.9587932303164092,0.813132894874204
2584,Nearest Neighbors,electricity,3000,1.0,0.7084745762711865,0.7013732964336066,0.8580879920608667,0.7110396347789998
2585,Decision Tree,electricity,3000,1.0,0.7478559176672385,0.7562288851351351,0.7800332778702163,0.7615174756781798
2586,Random Forest,electricity,3000,1.0,0.7581227436823105,0.750758035172832,0.7879858657243817,0.7558994197292069
2587,Neural Net,electricity,3000,1.0,0.6666666666666666,0.666801007556675,0.6814580031695721,0.6715546910070328
2588,AdaBoost,electricity,3000,1.0,0.7918781725888325,0.7800538809535912,0.7653136531365313,0.7520694645441389
2589,Naive Bayes,electricity,3000,1.0,0.7065026362038664,0.7041186161449753,0.6651072124756335,0.6770264594708106
2590,QDA,electricity,3000,1.0,0.6996466431095406,0.7106105892399659,0.6884892086330935,0.6896124380351509
2591,XGB,electricity,3000,1.0,0.8144329896907216,0.8141279433215253,0.9590136621126292,0.8202889512524686
