,model,data_name,sample_len,class_disbalance,f1_test_raw_disbalanced,f1_test_raw_population,f1_test_bn_mix_on_disbalanced,f1_test_bn_mix_on_population
1233,Decision Tree,california,3000,0.5,0.6832740213523132,0.7202114213489601,0.7532934131736527,0.7958105121552801
1234,Random Forest,california,3000,0.5,0.694980694980695,0.6932026944274342,0.7744020685197156,0.7931739219292867
1235,Neural Net,california,3000,0.5,0.672514619883041,0.7511737089201878,0.5872193436960277,0.6017676111255523
1236,AdaBoost,california,3000,0.5,0.7758007117437722,0.7855555555555556,0.7902621722846442,0.8423843661003634
1237,Naive Bayes,california,3000,0.5,0.5502645502645502,0.6904860250585158,0.5146239554317549,0.676093916755603
1238,QDA,california,3000,0.5,0.6652173913043479,0.7814181703070592,0.6364428945074107,0.7721803927656602
1239,XGB,california,3000,0.5,0.8590604026845637,0.85000527036998,0.9887193098871931,0.8766285037504935
1240,Nearest Neighbors,california,3000,0.6,0.3795180722891566,0.43012309920347574,0.7322916666666667,0.5469252509501998
1241,Decision Tree,california,3000,0.6,0.7109826589595376,0.7755058114507103,0.7840735068912711,0.7938379612019779
1242,Random Forest,california,3000,0.6,0.6533333333333333,0.6918377321603129,0.7678369195922989,0.7864675785736661
1243,Neural Net,california,3000,0.6,0.6395348837209303,0.7427792041078306,0.7298474945533769,0.7775761242185925
1244,AdaBoost,california,3000,0.6,0.7853107344632768,0.8145408432843707,0.8081676518001075,0.8370625924100542
1245,Naive Bayes,california,3000,0.6,0.6779661016949152,0.7604117480404193,0.6888472352389878,0.77116497829233
1246,QDA,california,3000,0.6,0.7441860465116279,0.8198680221152131,0.7452200978212539,0.8205480628811957
1247,XGB,california,3000,0.6,0.8248587570621468,0.8553054662379421,0.9938922820655192,0.8791662570052109
1248,Nearest Neighbors,california,3000,0.7,0.44607843137254904,0.4799911806857017,0.7556373676944317,0.5373251149593973
1249,Decision Tree,california,3000,0.7,0.764102564102564,0.7472429542163306,0.7943405760485094,0.77601448503568
1250,Random Forest,california,3000,0.7,0.7654986522911051,0.7475162726961289,0.7767729652546407,0.7824040920716112
1251,Neural Net,california,3000,0.7,0.6572237960339944,0.6654663305725603,0.7260780287474332,0.7867066194497412
1252,AdaBoost,california,3000,0.7,0.8470588235294118,0.8258024306637581,0.8186046511627907,0.8347929936305732
1253,Naive Bayes,california,3000,0.7,0.7458432304038005,0.7655187074829932,0.7435424354243543,0.7846293129463837
1254,QDA,california,3000,0.7,0.8025210084033614,0.8327123695976155,0.8032936870997255,0.8359850716951484
1255,XGB,california,3000,0.7,0.8741092636579573,0.8698650978801096,0.9942857142857143,0.8713322759714512
1256,Nearest Neighbors,california,3000,0.8,0.4429530201342282,0.5005730957590914,0.756514657980456,0.5457544881125667
1257,Decision Tree,california,3000,0.8,0.7336448598130841,0.7729205276354518,0.7880676758682101,0.7765544720562022
1258,Random Forest,california,3000,0.8,0.7488584474885844,0.7680600214362272,0.7864036928241712,0.7953016765385001
1259,Neural Net,california,3000,0.8,0.7285067873303167,0.7620582232248362,0.7063720781300032,0.7452274334197502
1260,AdaBoost,california,3000,0.8,0.8086021505376344,0.828752642706131,0.8251917642309246,0.8416883994977301
1261,Naive Bayes,california,3000,0.8,0.6486486486486487,0.7082929736979361,0.6639004149377593,0.7048651817116061
1262,QDA,california,3000,0.8,0.7587412587412588,0.7917839986748385,0.7647858599592114,0.7998004655803126
1263,XGB,california,3000,0.8,0.8391304347826087,0.8668600580174052,0.9900332225913622,0.8782345474074797
1264,Nearest Neighbors,california,3000,0.9,0.554954954954955,0.5170761545519421,0.7612712490761271,0.5518648018648019
1265,Decision Tree,california,3000,0.9,0.822463768115942,0.7883608959598074,0.8238677210639828,0.7979662317728319
1266,Random Forest,california,3000,0.9,0.8066298342541437,0.7951807228915663,0.8288564850345357,0.8066604995374653
1267,Neural Net,california,3000,0.9,0.6495726495726496,0.6298370038571607,0.7115302186026575,0.7048671039005868
1268,AdaBoost,california,3000,0.9,0.8537005163511188,0.8484066315893974,0.8452603971524916,0.8405855223581311
1269,Naive Bayes,california,3000,0.9,0.7224546722454672,0.7256982368544235,0.7467511885895404,0.7609955676781452
1270,QDA,california,3000,0.9,0.8005908419497785,0.810843373493976,0.8030006523157208,0.8196692470091484
1271,XGB,california,3000,0.9,0.9090909090909091,0.875,0.9907304412309974,0.8751476959432848
1272,Nearest Neighbors,california,3000,1.0,0.5587734241908007,0.5438648197268887,0.7819397993311037,0.5482413047750049
1273,Decision Tree,california,3000,1.0,0.7706093189964157,0.7852179406190777,0.8051470588235294,0.7795224779522478
1274,Random Forest,california,3000,1.0,0.8191489361702128,0.8068459657701712,0.810363440086362,0.7846105329549038
1275,Neural Net,california,3000,1.0,0.7496503496503496,0.7463131471603389,0.6607966457023061,0.6590047683090843
1276,AdaBoost,california,3000,1.0,0.8422876949740035,0.8483516483516483,0.8446700507614213,0.8449620053291227
1277,Naive Bayes,california,3000,1.0,0.7036082474226805,0.7076358296622614,0.6954401365520605,0.6933881952326901
1278,QDA,california,3000,1.0,0.7927170868347339,0.7882142275761029,0.7836869661063653,0.7822723609991942
1279,XGB,california,3000,1.0,0.8657718120805369,0.8748650505447051,0.990990990990991,0.8812597809076682
1280,Nearest Neighbors,credit,100,0.1,0.0,0.03339432753888381,0.3333333333333333,0.14734347224965436
1281,Decision Tree,credit,100,0.1,0.0,0.1220757124627818,1.0,0.4597207303974221
1282,Random Forest,credit,100,0.1,0.0,0.010856738258201559,0.8888888888888888,0.19634223249947447
1283,Neural Net,credit,100,0.1,0.0,0.021594302779692168,0.0,0.017499424361040756
1284,AdaBoost,credit,100,0.1,0.0,0.13088109495295125,1.0,0.336608442503639
1285,Naive Bayes,credit,100,0.1,0.6666666666666666,0.5289915268316996,0.7272727272727273,0.5659062103929025
1286,QDA,credit,100,0.1,0.0,0.0,1.0,0.0
1287,XGB,credit,100,0.1,0.0,0.08932461873638345,1.0,0.25042111173498033
1288,Nearest Neighbors,credit,100,0.2,0.0,0.2046739540143234,0.5882352941176471,0.2122509774716068
1289,Decision Tree,credit,100,0.2,0.5,0.5861807137433561,1.0,0.5269260106788711
1290,Random Forest,credit,100,0.2,0.0,0.22454526447836087,0.8888888888888888,0.3107554167479992
1291,Neural Net,credit,100,0.2,0.0,0.0170624855891169,0.0,0.01705855232826187
1292,AdaBoost,credit,100,0.2,0.5,0.6309230546297638,1.0,0.5898867924528302
1293,Naive Bayes,credit,100,0.2,0.6666666666666666,0.710178498433029,0.6666666666666666,0.7151101783840503
1294,QDA,credit,100,0.2,0.0,0.0,0.9,0.494583615436696
1295,XGB,credit,100,0.2,0.0,0.3144534949801099,1.0,0.5194681861348528
1296,Nearest Neighbors,credit,100,0.3,0.0,0.2110609480812641,0.5217391304347826,0.23690036900369005
1297,Decision Tree,credit,100,0.3,0.5714285714285714,0.5242487354953883,0.9655172413793104,0.42920054200542007
1298,Random Forest,credit,100,0.3,0.5,0.42903341717570964,0.9655172413793104,0.44787644787644787
1299,Neural Net,credit,100,0.3,0.0,0.017511520737327188,0.0,0.018867924528301886
1300,AdaBoost,credit,100,0.3,0.6666666666666666,0.5913978494623656,1.0,0.5275565466709143
1301,Naive Bayes,credit,100,0.3,0.6666666666666666,0.7548228691687128,0.6842105263157895,0.7161354581673307
1302,QDA,credit,100,0.3,0.8,0.5954102483495756,0.8125,0.696969696969697
1303,XGB,credit,100,0.3,0.4,0.49020576131687243,1.0,0.36649597659107536
1304,Nearest Neighbors,credit,100,0.4,0.0,0.07286212914485166,0.6153846153846154,0.3384223918575064
1305,Decision Tree,credit,100,0.4,0.2857142857142857,0.34934497816593885,0.8717948717948718,0.4988221436984688
1306,Random Forest,credit,100,0.4,0.0,0.33288590604026846,0.9230769230769231,0.40340218712029163
1307,Neural Net,credit,100,0.4,0.0,0.017054620880387186,0.09090909090909091,0.018411967779056387
1308,AdaBoost,credit,100,0.4,0.5454545454545454,0.47174202127659576,0.85,0.4960298925735638
1309,Naive Bayes,credit,100,0.4,0.5,0.4808024904877205,0.5142857142857142,0.48459817587334364
1310,QDA,credit,100,0.4,0.5,0.2519207440355843,0.5625,0.4608923884514436
1311,XGB,credit,100,0.4,0.25,0.4087694483734088,1.0,0.5171844514482966
1312,Nearest Neighbors,credit,100,0.5,0.4,0.42297417631344614,0.6956521739130435,0.38420968515262904
1313,Decision Tree,credit,100,0.5,0.6666666666666666,0.589517819706499,0.9361702127659575,0.6193860147811256
1314,Random Forest,credit,100,0.5,0.8,0.6388338522502123,0.9166666666666666,0.5554688718988922
1315,Neural Net,credit,100,0.5,0.0,0.017050691244239632,0.0,0.017050691244239632
1316,AdaBoost,credit,100,0.5,0.8,0.6476164680390033,0.9361702127659575,0.6176133103843947
1317,Naive Bayes,credit,100,0.5,0.2857142857142857,0.6602251722399597,0.5617977528089888,0.6595234013372193
1318,QDA,credit,100,0.5,0.3076923076923077,0.6596877217885024,0.6097560975609756,0.6723025179529134
1319,XGB,credit,100,0.5,0.8,0.6663208403579303,1.0,0.6327262693156733
1320,Nearest Neighbors,credit,100,0.6,0.36363636363636365,0.3693979176097782,0.6296296296296297,0.42226540810660745
1321,Decision Tree,credit,100,0.6,0.6666666666666666,0.5944846867454568,0.8787878787878788,0.6912988938305394
1322,Random Forest,credit,100,0.6,0.6153846153846154,0.6070748299319728,0.8727272727272727,0.6471212523215707
1323,Neural Net,credit,100,0.6,0.0,0.018859245630174794,0.0,0.0228675966155957
1324,AdaBoost,credit,100,0.6,0.6666666666666666,0.7127555988315482,0.9152542372881356,0.7027540360873694
1325,Naive Bayes,credit,100,0.6,0.36363636363636365,0.6431649040344692,0.6,0.6977597274990174
1326,QDA,credit,100,0.6,0.46153846153846156,0.7297233942803563,0.6538461538461539,0.7341342070137119
1327,XGB,credit,100,0.6,0.46153846153846156,0.6870822700206587,1.0,0.7092417061611375
1328,Nearest Neighbors,credit,100,0.7,0.4,0.4583279325988334,0.6376811594202898,0.4592401802962009
1329,Decision Tree,credit,100,0.7,0.5333333333333333,0.698497580850522,0.9411764705882353,0.6699428875016602
1330,Random Forest,credit,100,0.7,0.5,0.7082540890072271,0.9411764705882353,0.6754588715159755
1331,Neural Net,credit,100,0.7,0.0,0.019310344827586208,0.05405405405405406,0.019305906688117675
1332,AdaBoost,credit,100,0.7,0.36363636363636365,0.6551214928178279,0.9444444444444444,0.64459882849748
1333,Naive Bayes,credit,100,0.7,0.5454545454545454,0.6752725186460127,0.7213114754098361,0.6275883069427527
1334,QDA,credit,100,0.7,0.5217391304347826,0.6695870852599983,0.0,0.0
1335,XGB,credit,100,0.7,0.2857142857142857,0.6860873932697137,1.0,0.6657966853712645
1336,Nearest Neighbors,credit,100,0.8,0.6153846153846154,0.48451462847349736,0.7,0.47707789787551247
1337,Decision Tree,credit,100,0.8,0.4,0.6450738916256158,0.9156626506024096,0.6316036078247628
1338,Random Forest,credit,100,0.8,0.5333333333333333,0.6793764988009592,0.935064935064935,0.656795346377578
1339,Neural Net,credit,100,0.8,0.0,0.06347121908513897,0.046511627906976744,0.04207699194270367
1340,AdaBoost,credit,100,0.8,0.4,0.7055777830077665,0.8780487804878049,0.7006323827705524
1341,Naive Bayes,credit,100,0.8,0.4,0.5786932732539427,0.6461538461538462,0.616557734204793
1342,QDA,credit,100,0.8,0.5454545454545454,0.6860505973295854,0.7692307692307693,0.733643189131212
1343,XGB,credit,100,0.8,0.2857142857142857,0.6847532531303707,1.0,0.6964035497431107
1344,Nearest Neighbors,credit,100,0.9,0.4444444444444444,0.47790466732869913,0.7333333333333333,0.5001182312603453
1345,Decision Tree,credit,100,0.9,0.8571428571428571,0.7184929056873733,0.9655172413793104,0.7305360751218353
1346,Random Forest,credit,100,0.9,0.9,0.6669466610667787,0.9655172413793104,0.6952692501258179
1347,Neural Net,credit,100,0.9,0.0,0.03908355795148248,0.0,0.05789356490759296
1348,AdaBoost,credit,100,0.9,0.9090909090909091,0.7095656478158644,0.9318181818181818,0.7218964441671866
1349,Naive Bayes,credit,100,0.9,0.8181818181818182,0.7120743034055728,0.82,0.7512596401028278
1350,QDA,credit,100,0.9,0.6923076923076923,0.6936574666422958,0.0,0.0
1351,XGB,credit,100,0.9,0.8695652173913043,0.7143201542912246,1.0,0.7291742672990392
1352,Nearest Neighbors,credit,100,1.0,0.47619047619047616,0.4966912223748283,0.7142857142857143,0.5476687543493389
1353,Decision Tree,credit,100,1.0,0.5714285714285714,0.5876763604952491,0.9158878504672897,0.6744825936116761
1354,Random Forest,credit,100,1.0,0.6363636363636364,0.6745334796926454,0.9090909090909091,0.7174484052532834
1355,Neural Net,credit,100,1.0,0.0,0.05975395430579965,0.038461538461538464,0.03470031545741325
1356,AdaBoost,credit,100,1.0,0.5454545454545454,0.651578947368421,0.9,0.6927388217710798
1357,Naive Bayes,credit,100,1.0,0.5714285714285714,0.6422930681485814,0.6823529411764706,0.6842628068681709
1358,QDA,credit,100,1.0,0.6363636363636364,0.6529112492933861,0.7294117647058823,0.6877135438021047
1359,XGB,credit,100,1.0,0.7407407407407407,0.6517245673017059,1.0,0.6950199927299164
1360,Nearest Neighbors,credit,200,0.1,0.0,0.0,0.5263157894736842,0.20922726409720904
1361,Decision Tree,credit,200,0.1,0.5,0.4907497565725414,0.9,0.2906496432594818
1362,Random Forest,credit,200,0.1,0.0,0.007540056550424128,0.8235294117647058,0.08390984155322473
1363,Neural Net,credit,200,0.1,0.0,0.01661282879556991,0.0,0.01661282879556991
1364,AdaBoost,credit,200,0.1,0.5,0.1827180862033409,0.7,0.25063241875851333
1365,Naive Bayes,credit,200,0.1,0.13333333333333333,0.6093813182369592,0.1956521739130435,0.5964241323262263
1366,QDA,credit,200,0.1,0.0,0.0,0.16666666666666666,0.6702203834831729
1367,XGB,credit,200,0.1,0.0,0.17937408107540434,1.0,0.19055475355743454
1368,Nearest Neighbors,credit,200,0.2,0.0,0.1563621858795373,0.5142857142857142,0.24558876485415918
1369,Decision Tree,credit,200,0.2,0.2857142857142857,0.5408406026962728,0.8888888888888888,0.40819783197831977
1370,Random Forest,credit,200,0.2,0.0,0.24805566925910766,0.8571428571428571,0.3366107576633892
1371,Neural Net,credit,200,0.2,0.0,0.01661282879556991,0.0,0.016605166051660517
1372,AdaBoost,credit,200,0.2,0.0,0.5058326289095519,0.8205128205128205,0.524300441826215
1373,Naive Bayes,credit,200,0.2,0.15384615384615385,0.6683022571148185,0.304,0.6685342341600066
1374,QDA,credit,200,0.2,0.16666666666666666,0.6360377358490567,0.3333333333333333,0.6743704725767506
1375,XGB,credit,200,0.2,0.0,0.4270386266094421,1.0,0.4638846991788168
1376,Nearest Neighbors,credit,200,0.3,0.2222222222222222,0.24015151515151514,0.5846153846153846,0.41794117647058826
1377,Decision Tree,credit,200,0.3,0.3076923076923077,0.4500581685225195,0.7647058823529411,0.6453312261293297
1378,Random Forest,credit,200,0.3,0.5454545454545454,0.3814073121440382,0.8666666666666667,0.6173052087817478
1379,Neural Net,credit,200,0.3,0.0,0.01705855232826187,0.0,0.018863584080975385
1380,AdaBoost,credit,200,0.3,0.5,0.529005302908565,0.7272727272727273,0.5666069295101553
1381,Naive Bayes,credit,200,0.3,0.41379310344827586,0.6878380736346187,0.38461538461538464,0.6618329938900204
1382,QDA,credit,200,0.3,0.4444444444444444,0.7098083427282976,0.3870967741935484,0.6478174603174603
1383,XGB,credit,200,0.3,0.36363636363636365,0.4776416031798609,1.0,0.5536438662750035
1384,Nearest Neighbors,credit,200,0.4,0.2857142857142857,0.2753066080907926,0.6904761904761905,0.4004836028411667
1385,Decision Tree,credit,200,0.4,0.7058823529411765,0.5620767494356659,0.8767123287671232,0.5882873580174067
1386,Random Forest,credit,200,0.4,0.7368421052631579,0.5661469217167658,0.8717948717948718,0.6552901023890785
1387,Neural Net,credit,200,0.4,0.0,0.017066420664206643,0.045454545454545456,0.019319227230910764
1388,AdaBoost,credit,200,0.4,0.8421052631578947,0.5751633986928104,0.8470588235294118,0.641340782122905
1389,Naive Bayes,credit,200,0.4,0.5882352941176471,0.49853068280034574,0.6,0.4820206981231363
1390,QDA,credit,200,0.4,0.7368421052631579,0.6135198135198136,0.7733333333333333,0.6063630692451654
1391,XGB,credit,200,0.4,0.7777777777777778,0.581789638932496,1.0,0.626057529610829
1392,Nearest Neighbors,credit,200,0.5,0.4,0.36493627603357165,0.7047619047619048,0.4594276754214034
1393,Decision Tree,credit,200,0.5,0.631578947368421,0.6247124103396942,0.9166666666666666,0.6334866861843023
1394,Random Forest,credit,200,0.5,0.7777777777777778,0.6021273315862494,0.92,0.693421926910299
1395,Neural Net,credit,200,0.5,0.0,0.01928374655647383,0.14035087719298245,0.1081194783340345
1396,AdaBoost,credit,200,0.5,0.5,0.6051864801864801,0.8301886792452831,0.6902565398710981
1397,Naive Bayes,credit,200,0.5,0.2857142857142857,0.2694054908157219,0.47058823529411764,0.32155814397555854
1398,QDA,credit,200,0.5,0.5,0.39771510174937524,0.6027397260273972,0.4392604112666321
1399,XGB,credit,200,0.5,0.5555555555555556,0.6324737069586515,1.0,0.6925426317129041
1400,Nearest Neighbors,credit,200,0.6,0.25,0.3887769338087118,0.6446280991735537,0.4987238386932108
1401,Decision Tree,credit,200,0.6,0.5833333333333334,0.5825330132052821,0.8421052631578947,0.6223182145428365
1402,Random Forest,credit,200,0.6,0.6086956521739131,0.5946447918278904,0.9322033898305084,0.6847797414930098
1403,Neural Net,credit,200,0.6,0.125,0.017964071856287425,0.06060606060606061,0.04162004922801522
1404,AdaBoost,credit,200,0.6,0.6666666666666666,0.5990755926643805,0.6935483870967742,0.6973983329123516
1405,Naive Bayes,credit,200,0.6,0.4,0.5847311490829283,0.4444444444444444,0.47909407665505227
1406,QDA,credit,200,0.6,0.6086956521739131,0.6548877624909486,0.68,0.6338259441707718
1407,XGB,credit,200,0.6,0.6666666666666666,0.6347876336318983,1.0,0.6841425619834711
1408,Nearest Neighbors,credit,200,0.7,0.4,0.4797633454349872,0.6993006993006993,0.5060210419571556
1409,Decision Tree,credit,200,0.7,0.5217391304347826,0.6485550672526301,0.8548387096774194,0.5410760554793477
1410,Random Forest,credit,200,0.7,0.45454545454545453,0.7021497021497022,0.8661417322834646,0.6495529276031151
1411,Neural Net,credit,200,0.7,0.0,0.02016498625114574,0.0,0.019279320633463392
1412,AdaBoost,credit,200,0.7,0.5714285714285714,0.7095847479759728,0.7746478873239436,0.7267259741886981
1413,Naive Bayes,credit,200,0.7,0.45714285714285713,0.7056747469118603,0.6139534883720931,0.6827287971052863
1414,QDA,credit,200,0.7,0.45714285714285713,0.706018073447414,0.6507177033492823,0.6878404579447881
1415,XGB,credit,200,0.7,0.5454545454545454,0.6718064601887545,1.0,0.6462762309696887
1416,Nearest Neighbors,credit,200,0.8,0.3076923076923077,0.4359556944049986,0.7125,0.4942211055276382
1417,Decision Tree,credit,200,0.8,0.6896551724137931,0.7001555901311403,0.8705882352941177,0.7202519832011199
1418,Random Forest,credit,200,0.8,0.7272727272727273,0.7135903170635443,0.8375,0.7427731504164625
1419,Neural Net,credit,200,0.8,0.0,0.02330895795246801,0.04819277108433735,0.05895292564892213
1420,AdaBoost,credit,200,0.8,0.7407407407407407,0.7110460863204097,0.8402366863905325,0.7280807110257026
1421,Naive Bayes,credit,200,0.8,0.25,0.550561797752809,0.48598130841121495,0.4309824125066619
1422,QDA,credit,200,0.8,0.0,0.0,0.0,0.0
1423,XGB,credit,200,0.8,0.6428571428571429,0.692818648953503,1.0,0.7006977598237238
1424,Nearest Neighbors,credit,200,0.9,0.5263157894736842,0.5505275498241501,0.7391304347826086,0.577415852334419
1425,Decision Tree,credit,200,0.9,0.7058823529411765,0.6565862961449394,0.9080459770114943,0.7210100514832066
1426,Random Forest,credit,200,0.9,0.8,0.71566424322538,0.8994082840236687,0.7241114804397852
1427,Neural Net,credit,200,0.9,0.64,0.6422150305645451,0.6390977443609023,0.6645267489711935
1428,AdaBoost,credit,200,0.9,0.8421052631578947,0.751349406261245,0.88268156424581,0.7601649970536241
1429,Naive Bayes,credit,200,0.9,0.3076923076923077,0.30687830687830686,0.3684210526315789,0.3825014021312395
1430,QDA,credit,200,0.9,0.7777777777777778,0.7182025894897182,0.8023255813953488,0.71728515625
1431,XGB,credit,200,0.9,0.85,0.7429413208936901,1.0,0.7527426160337553
1432,Nearest Neighbors,credit,200,1.0,0.35,0.4839184876012767,0.7735849056603774,0.5300704144060949
1433,Decision Tree,credit,200,1.0,0.7368421052631579,0.6915351506456241,0.8839779005524862,0.6679753958905902
1434,Random Forest,credit,200,1.0,0.8205128205128205,0.7289976282611409,0.875,0.7456901676376174
1435,Neural Net,credit,200,1.0,0.0,0.01703499079189687,0.05714285714285714,0.01701931922723091
1436,AdaBoost,credit,200,1.0,0.6857142857142857,0.7143741488176303,0.8512820512820513,0.7216035634743875
1437,Naive Bayes,credit,200,1.0,0.6885245901639344,0.6582278481012658,0.6689419795221843,0.6579417980816128
1438,QDA,credit,200,1.0,0.6885245901639344,0.6636185499673416,0.6851211072664359,0.6644234714813295
1439,XGB,credit,200,1.0,0.7027027027027027,0.7074182528062469,1.0,0.715812484819043
1440,Nearest Neighbors,credit,300,0.1,0.0,0.03094688221709007,0.47368421052631576,0.2633580873030248
1441,Decision Tree,credit,300,0.1,0.0,0.4952348536419333,0.64,0.2069101678183613
1442,Random Forest,credit,300,0.1,0.0,0.14589266155531216,0.6923076923076923,0.45011437620974837
1443,Neural Net,credit,300,0.1,0.0,0.01661282879556991,0.0,0.013151714419915453
1444,AdaBoost,credit,300,0.1,0.0,0.37452901281085155,0.45714285714285713,0.430909397671672
1445,Naive Bayes,credit,300,0.1,0.2857142857142857,0.7022375215146299,0.20270270270270271,0.6594827586206896
1446,QDA,credit,300,0.1,0.4,0.46953283683141506,0.2608695652173913,0.6873162125073515
1447,XGB,credit,300,0.1,0.0,0.36156907333712335,1.0,0.34973637961335674
1448,Nearest Neighbors,credit,300,0.2,0.0,0.06156591568146331,0.5753424657534246,0.355633243286191
1449,Decision Tree,credit,300,0.2,0.4,0.5309651053127947,0.7419354838709677,0.5696788648244959
1450,Random Forest,credit,300,0.2,0.0,0.2534232577151032,0.6521739130434783,0.4613492621222769
1451,Neural Net,credit,300,0.2,0.0,0.01661282879556991,0.0,0.02274837511606314
1452,AdaBoost,credit,300,0.2,0.42857142857142855,0.44218507668447354,0.6792452830188679,0.5069958847736625
1453,Naive Bayes,credit,300,0.2,0.7,0.7393923855915908,0.3372093023255814,0.6731646248770455
1454,QDA,credit,300,0.2,0.6,0.7178243105209398,0.3625,0.6810408921933085
1455,XGB,credit,300,0.2,0.35294117647058826,0.4548414738646101,1.0,0.5110380460310004
1456,Nearest Neighbors,credit,300,0.3,0.15384615384615385,0.30454705675008814,0.6851851851851852,0.4786142571618921
1457,Decision Tree,credit,300,0.3,0.2857142857142857,0.5096561469618465,0.7889908256880734,0.6518762677484787
1458,Random Forest,credit,300,0.3,0.5,0.4054004068799704,0.7407407407407407,0.6260027243832299
1459,Neural Net,credit,300,0.3,0.0,0.017066420664206643,0.37681159420289856,0.36823893644144967
1460,AdaBoost,credit,300,0.3,0.6666666666666666,0.5121176667223801,0.6530612244897959,0.692135423527862
1461,Naive Bayes,credit,300,0.3,0.625,0.6239290085679314,0.6075949367088608,0.6209330877839165
1462,QDA,credit,300,0.3,0.625,0.6351168048229088,0.6363636363636364,0.6417910447761194
1463,XGB,credit,300,0.3,0.7058823529411765,0.5445496869481458,1.0,0.6249821147517528
1464,Nearest Neighbors,credit,300,0.4,0.25,0.31738700098977235,0.6564885496183206,0.4691202419964709
1465,Decision Tree,credit,300,0.4,0.5263157894736842,0.5577125658389767,0.8387096774193549,0.6693111199259553
1466,Random Forest,credit,300,0.4,0.42857142857142855,0.5820288040075141,0.8264462809917356,0.7085655047298173
1467,Neural Net,credit,300,0.4,0.0,0.0175074867542041,0.3058823529411765,0.22235157159487776
1468,AdaBoost,credit,300,0.4,0.47058823529411764,0.6680492188580119,0.7401574803149606,0.7204260174971472
1469,Naive Bayes,credit,300,0.4,0.2978723404255319,0.6534572062813451,0.45384615384615384,0.6318086445656735
1470,QDA,credit,300,0.4,0.30434782608695654,0.6645716175984122,0.6762589928057554,0.7345132743362832
1471,XGB,credit,300,0.4,0.5,0.6366332438921056,1.0,0.706135357368754
1472,Nearest Neighbors,credit,300,0.5,0.34782608695652173,0.3652147426134633,0.6962025316455697,0.4742088213306753
1473,Decision Tree,credit,300,0.5,0.5384615384615384,0.5308641975308642,0.8811188811188811,0.6714666666666667
1474,Random Forest,credit,300,0.5,0.47619047619047616,0.6173059768064229,0.8456375838926175,0.7365883062085594
1475,Neural Net,credit,300,0.5,0.0,0.017964071856287425,0.21176470588235294,0.18722327640733713
1476,AdaBoost,credit,300,0.5,0.5384615384615384,0.6985121378230227,0.8026315789473685,0.7329880765988197
1477,Naive Bayes,credit,300,0.5,0.125,0.4777680906713165,0.4854368932038835,0.5041816009557945
1478,QDA,credit,300,0.5,0.4,0.6160208301424415,0.6386554621848739,0.6173820070261188
1479,XGB,credit,300,0.5,0.6666666666666666,0.6964308890330954,1.0,0.7111561352412309
1480,Nearest Neighbors,credit,300,0.6,0.4,0.3837725792123186,0.7487684729064039,0.4977441775393245
1481,Decision Tree,credit,300,0.6,0.5882352941176471,0.6477288321668725,0.8076923076923077,0.6395625963830085
1482,Random Forest,credit,300,0.6,0.5,0.6851075719474714,0.8433734939759037,0.6737967914438503
1483,Neural Net,credit,300,0.6,0.0,0.017964071856287425,0.5526315789473685,0.6607689690370875
1484,AdaBoost,credit,300,0.6,0.5806451612903226,0.6878088962108732,0.7675675675675676,0.7239965204424009
1485,Naive Bayes,credit,300,0.6,0.7272727272727273,0.7127601314348302,0.640926640926641,0.7148862984903497
1486,QDA,credit,300,0.6,0.7222222222222222,0.7164858711664658,0.6495726495726496,0.7292003231017771
1487,XGB,credit,300,0.6,0.6111111111111112,0.6759979263867288,1.0,0.6811301715438951
1488,Nearest Neighbors,credit,300,0.7,0.3157894736842105,0.4668343704488283,0.7545454545454545,0.5148075024679171
1489,Decision Tree,credit,300,0.7,0.6111111111111112,0.5299771167048055,0.8584905660377359,0.6827809618739098
1490,Random Forest,credit,300,0.7,0.6666666666666666,0.6444284687275341,0.8195121951219512,0.7254652052001019
1491,Neural Net,credit,300,0.7,0.0,0.049820466786355475,0.584958217270195,0.6703305455993628
1492,AdaBoost,credit,300,0.7,0.6666666666666666,0.630444034614839,0.7638190954773869,0.6943752458371575
1493,Naive Bayes,credit,300,0.7,0.2857142857142857,0.41894812680115273,0.5,0.4600773830460781
1494,QDA,credit,300,0.7,0.3225806451612903,0.5275810966573358,0.5732484076433121,0.5465818241148638
1495,XGB,credit,300,0.7,0.6829268292682927,0.6788681204569055,1.0,0.7038744238196089
1496,Nearest Neighbors,credit,300,0.8,0.5185185185185185,0.44432254525507403,0.744,0.5060899826000497
1497,Decision Tree,credit,300,0.8,0.6415094339622641,0.6816108432164734,0.8212927756653993,0.7325138692483412
1498,Random Forest,credit,300,0.8,0.5957446808510638,0.6317502589140406,0.8193832599118943,0.7549860993593618
1499,Neural Net,credit,300,0.8,0.3333333333333333,0.40018121413470253,0.6246575342465753,0.6590832490731379
1500,AdaBoost,credit,300,0.8,0.7457627118644068,0.6885374460854791,0.7647058823529411,0.7267179299401928
1501,Naive Bayes,credit,300,0.8,0.7272727272727273,0.7172343928073952,0.7028985507246377,0.7364061172472387
1502,QDA,credit,300,0.8,0.7469879518072289,0.6802227472156598,0.6246719160104987,0.6724580127409614
1503,XGB,credit,300,0.8,0.7213114754098361,0.6877110937905949,1.0,0.7305516265912305
1504,Nearest Neighbors,credit,300,0.9,0.44,0.5442036463708291,0.7686567164179104,0.5292987512007685
